Id,Target
v_h86pmd8atw_0000,1 7.59 424.36 15.18 32.98 0;1 5.085 470.45 10.17 32.32 0;1 43.715 520.18 83.17 32.06 0;1 173.16 418.655 80.7 29.47 0;1 185.2 270.335 79.9 35.43 359.1;1 202.02 466.535 83.6 33.61 0;1 223.17 515.965 86.7 32.39 0;1 243.745 123.91 76.25 35.34 0.5;1 340.84 420.14 84.24 32.48 0;1 352.055 470.505 69.83 30.21 0;1 389.255 512.205 82.59 32.91 0;1 680.89 421.885 85.88 32.71 0;1 783.52 258.05 76.2 36.34 359.9;1 837.565 815.49 71.89 29.36 161.2;1 883.98 469.965 77.68 29.33 0;1 911.955 863.18 79.95 32.94 91.8;1 925.45 420.78 83.6 33.42 359.1;1 943.365 1027.9 81.41 32.06 90.7;1 1002.25 523.515 84.4 32.71 0;1 1016.495 1026.615 31.45 86.25 0;1 1016.9 912.515 26.8 75.87 0;1 1063.5 1017.705 32.6 83.49 0;1 1062.505 906.85 29.85 87.18 0;1 1116.86 420.355 83.96 34.35 359.4;1 1239.755 531.46 86.33 34.16 359.4;1 1265.975 424.45 79.47 32.78 0;1 1323.36 482.51 76.26 30.1 0.4;1 1409.285 642.615 82.15 33.83 62.68;4 514.19 416.005 82.18 30.03 0;4 651.61 518.25 91 30.7 0;4 667.165 466.795 82.75 31.05 0;4 1194.335 470.13 76.29 30.2 358.9;7 695.18 302.245 96.92 39.53 0;7 1047.335 469.91 102.19 34.36 0;7 1556.27 512.005 114.92 41.25 0.8;9 883.99 500.615 43.9 14.37 0
v_h92ktj7wpi_0000,1 1007.36 482.865 94.6 40.73 0;1 1836.405 515.05 105.11 47.3 350.6
v_hbiqlkdjo7_0000,none
v_hd3ztj49lt_0000,1 283.19 529.86 102.1 42.08 357.3;1 898.65 547.225 39.14 97.99 307.12;1 1116.335 540.5 79.31 33.46 359
v_helcprhhci_0000,none
v_hf4wwzqpqn_0000,9 936.41 605.05 26.28 51.24 336.3
v_hgs9gkp3jd_0000,1 568.92 1013.95 87.22 38.64 359.3;1 913.435 810.98 37.03 84.96 0;1 915.185 590.38 31.41 79.1 357.29;1 957.615 713.785 33.75 78.65 356.1;1 964.07 1031.68 31.28 81.32 0;1 967.79 841.825 31.5 82.19 0;7 730.925 469.255 80.47 29.73 0;9 793.15 277.19 10.76 33.62 321.04;9 927.485 905.195 11.47 39.49 356.34;9 940.76 771.42 11.6 36.3 0
v_hh9febk2cz_0000,1 1007.355 873.08 36.79 93.28 0
v_hi3l3kkd9z_0000,none
v_hj8h7die0v_0000,1 735.695 529.495 80.29 43.15 359.9;1 1005.405 718.4 48.75 111.9 0;8 949.505 572.66 25.15 84.26 325.6
v_hj9saknm6k_0000,1 99.89 490.34 89.98 39.34 0;1 254.155 561.73 37.69 91.18 89.6;1 932.94 712.15 37.5 101.7 0.75;1 933.275 404.55 35.01 91.04 3.45;1 936.16 184.465 34.34 85.39 0;1 1002.965 742.45 87.13 35.36 275.01;1 976.28 600.55 32.1 81 0.39;1 983.4 303.47 34.98 79.1 5.9;1 1052.095 496.02 84.51 34.76 0;1 1272.095 508.57 92.15 35.24 355.21;1 1341.615 547.23 90.37 37.98 358.2;1 1444.96 510.22 76 34.1 0;1 1554.1 502.19 89.12 34.3 0;1 1682.605 508.49 76.61 35.42 0;1 1787.45 574.23 98.14 37.56 5.036;7 1000.905 903.49 42.17 103.16 359.6;9 901.115 315.9 13.79 39.38 0;9 922.635 313.62 13.19 44.92 352.85
v_hkv0lgkqsg_0000,1 558.165 496.06 35.61 88.62 89.4;1 818.03 536.32 32.8 88.04 71.4;1 958.825 299.945 31.37 82.97 0;1 962.13 151.42 32.9 85.3 0;1 1009.75 335.405 35.9 92.69 0;1 1018.89 772.33 33.7 85.6 0;1 1017.84 63.12 29.9 85.8 0
v_hp0fgwmq93_0000,1 988.75 75.64 36.64 85.28 0;1 1042.02 577.16 39.34 109.14 35.5375;1 1071.59 460.445 89.7 36.17 0;1 1679.6 486.935 89.2 38.31 355.1;1 1892.405 462.935 54.41 36.23 0;1 1917.1 528.39 5.8 35.3 0;8 299.3 519.325 62.3 26.19 0
v_hr8fepbf14_0000,1 33.035 448.185 66.07 36.49 0;1 128.6 447.365 103.9 37.67 0;1 418.685 501.87 102.79 38.72 0;1 465.36 444.34 117.06 41.3 0;1 617.725 505.33 86.57 35.06 0;1 659.745 448.98 94.73 38.92 0;1 789.465 512.225 91.05 37.97 0;1 838.45 418.365 86.22 35.13 338.68;1 965.5 981.55 37 97.16 0;1 967.695 555.315 39.57 86.71 0;1 1072.17 514.4 89.42 36.68 0;1 1085.85 453.095 78.1 37.53 0;1 1759.715 450.975 97.59 38.15 0;1 1780.395 537.545 92.99 35.53 0;2 239.335 452.895 83.65 33.29 0;4 1478.695 472.43 36.39 95.06 89.1
v_hwlrgksij1_0000,1 60.985 517.91 98.45 37.46 0;1 263.74 541.825 36.34 90.57 90;1 451.165 522.575 86.63 35.65 0.1;1 676.305 526.775 33.35 84.03 85.33;1 965.16 47.7 40.46 95.4 0;1 1026.13 549.62 33.6 85.96 0;1 1249.705 528.015 92.87 36.73 358.1;1 1348.705 473.89 90.21 37.5 0;7 1022.91 125.82 42.76 108.46 0
v_hx7dn7qak1_0000,1 183.38 531.065 44.06 94.09 269.4;1 1005.515 317.03 37.89 93.24 357.7
v_hxbdibucjl_0000,none
v_hxgwnzuh81_0000,1 233.28 462.395 93.6 35.61 0;1 380.905 510.155 92.57 34.91 0;1 826.915 474.625 97.45 42.13 0;1 971.895 741.89 39.95 88.02 0;1 1120.1 458.15 79.04 39 0;1 1121.935 554.725 34.55 85.67 68.68;1 1610.445 518.115 90.09 38.67 0;1 1696.92 459.81 93.2 39.22 0
v_hxhjthxc4s_0000,1 333.145 491.2 96.41 42.92 0;1 918.085 818.465 33.77 89.07 0;1 981.89 961.67 40.16 94.14 0;1 1052.28 552.58 98.5 36.5 354.8;1 1091.64 491.335 96.24 38.79 0;1 1237.75 544.01 38 103.5 89;1 1392.285 556.465 101.99 39.07 3.6;1 1408.005 498.7 98.89 38 1.2;1 1525.3 551.42 94.2 38.1 0;1 1551.49 509.115 93.2 37.35 358.2;1 1638.26 554.88 105.08 39.3 0;1 1655.64 505.53 89.04 36.18 0;1 1760.895 555.63 101.91 37.74 0.1;1 1800.75 499.295 101.1 36.25 359.1;1 1867.91 565.375 96.3 32.63 0;1 1895.355 495.395 49.29 36.25 0;9 905.36 432.63 10.64 40.8 0;9 990.52 631.46 11.3 40.9 21.42
v_hxstucb9uf_0000,1 146.165 496.705 93.97 37.37 0;1 277.725 499.2 96.91 39.56 0;1 390.425 493.09 101.03 37.76 358.4;1 417.5 548.05 93.78 38.06 0;1 507.21 490.33 96.86 38.04 0;1 556.495 545.12 92.83 37.54 359.6;1 614.725 497.845 88.09 39.97 0;1 665.13 546.5 112.76 41.64 359.3;1 720.1 492.38 90.44 36.72 0;1 780.31 554.895 92.34 39.37 0;1 823.145 498.05 90.41 39.84 0;1 918.04 663.84 39.02 89.42 0;1 923.125 113.375 35.47 90.53 0;1 941.59 880.73 33.72 86.7 0;1 985.23 463.07 40.84 99.5 0;1 989.5 194.09 36.34 87.6 0;1 1605.82 490.89 36.56 93.4 89.1;1 1739.455 482.065 96.79 39.93 359.8;1 1866.89 488.82 44.44 100.88 88.7;9 1020.56 571.15 13 38.3 1.34;9 1311.79 477.555 12.86 40.23 94
v_hy2wirmd0a_0000,1 40.15 460.32 80.3 40.9 0;1 241.23 468.515 88.9 36.71 0;1 383.975 525.49 101.45 35.44 2.4;1 379.615 476.33 91.55 35 0;1 487.91 474.65 92.84 37 0;1 550.115 538.685 95.91 34.27 4.3;1 603.555 478.4 110.81 35.12 0;1 726.675 480.675 95.19 38.29 0;1 809.55 542.6 88.98 34.54 0;1 845.23 488.7 84.08 33.8 0;1 910.12 839.915 35.88 88.93 0;1 935.995 266.11 35.25 90.9 0;1 961.41 653.73 34.6 90.5 352.0923;1 968.97 1000.605 32.9 89.81 0;1 975.64 857.765 30.5 96.89 0;1 1017.77 589.96 35.8 91.1 28.9;1 1128.955 558.455 101.17 38.17 1.3;1 1121.08 504.095 33.4 91.73 67.9;1 1229.05 488.46 102.14 37.9 0;1 1241.395 544.5 32.63 88 89.3;1 1361.18 494.35 89.7 34.86 0;1 1350.145 546.54 39.11 89.44 93.4;1 1452.71 498.165 91.9 36.91 0;1 1571.785 497.67 113.25 39.82 0;1 1686.035 507.425 96.53 35.67 0;1 1700.94 559.245 33.5 91.51 89;1 1765.24 554.2 98.24 38.06 0;1 1797.13 513.18 90.46 33.7 0;1 1867.475 572.435 92.55 32.51 1.2;1 1898.43 504.31 43.14 35.16 0;3 901.25 1013.025 50.2 133.95 0;3 1503.96 549.35 163.14 41.68 0.2;9 1645.985 593.16 30.31 10.84 2.1733;9 1803.26 597.06 43.14 12.9 359.5
v_hzkxd754wa_0000,1 606.95 480.625 91.9 36.91 0;1 898.25 620.57 35.4 92.9 0;1 898.025 772.52 34.29 89.8 0;1 943.175 901.13 33.49 91.52 0;1 977.73 59.59 97.3 36.9 272.8;1 955.055 609.865 35.61 87.53 0;1 957.36 742.85 34.6 83.5 0;1 985.55 939.045 32.44 84.67 0;1 1042.69 484.805 113.24 39.81 0;1 1043.47 545.36 98.24 38.06 0;1 1299.085 506.46 96.53 35.66 0;1 1332.905 556.265 92.55 32.51 1.2;1 1620.295 507.43 90.45 33.7 0;1 1746.19 502.805 96.7 37.25 4.15;1 1889.09 502.44 61.82 35.16 0;3 438.035 525.46 163.13 41.68 2.8;7 891.885 941.915 32.45 116.07 0;7 899.405 1056.65 34.39 46.7 0;8 942.15 1048.4 28.7 63.2 0;9 744.525 554.18 43.13 12.9 0;9 1629.085 572.86 42.35 13.2 0
v_i0q42z9wgi_0000,1 8.705 458.41 17.41 32 0;1 85.78 508.38 86.9 34.52 0;1 413.39 461.71 76.1 32.08 0;1 581.235 461.325 77.43 31.93 1.28;1 614.91 116.57 77.5 33.16 2.2;1 642.235 507.425 82.75 32.87 0;1 839.36 803.57 71.88 29.36 160.5;1 866.615 512.615 80.47 32.07 359.8;1 914.735 259.67 78.35 34.74 358.6;1 929.225 985.31 79.19 31.06 90.8;1 932.535 686.465 80.63 30.97 88.5286;1 922.855 318.415 61.05 27.79 357.9;1 999.485 463.45 86.03 34.7 359.9;1 1018.475 925.9 34.17 83.4 0;1 1057.475 907.67 34.95 83.2 0;1 1726.32 503.59 71.96 30.5 0.9;1 1917.75 405.865 4.5 33.01 358.9;4 32.515 239.365 64.43 39.83 359.2;4 382.745 282.63 93.47 41.64 1.6;4 443.24 509.825 104.7 36.23 0;4 690.795 404.28 79.25 32.48 0;4 1001.125 404.005 79.59 32.35 0;7 193.8 455.575 180.16 55.03 0;7 673.75 156.205 143.16 44.95 0.8;7 757.88 457.965 180.9 47.47 0;7 910.345 202.775 106.73 48.01 2.96;8 130.105 406.72 61.03 26.7 0;9 275.22 508.28 49.78 14.08 0;9 343.9 526.45 46.9 13.44 0;9 371.395 486.475 41.43 15.11 0;9 1325.755 533.77 36.59 12.54 1.5
v_i1cg1t05hq_0000,1 105.185 497.64 100.45 39.84 0;1 350.93 492.85 101.84 39.94 0;1 612.495 486.075 101.11 43.23 0;1 747.495 482.96 89.75 40.66 0;1 920.77 633.765 43.24 102.89 0;1 918.715 1039.835 38.55 80.33 0;1 923.26 893.87 36.4 91.94 0;1 930.15 356.14 37.8 88.54 20.8;1 987.775 1011.475 37.13 96.49 0;1 996.485 685.185 41.05 99.61 0;1 995.65 865.275 37.82 93.21 0;1 1367.01 497.8 80.6 38.1 0;4 1826.91 522.045 119.06 42.13 0;9 752.585 536.185 39.95 11.49 0;9 933.85 538.535 41.04 13.41 0;9 958.615 832.875 14.77 43.79 0
v_i1f0mq97o4_0000,1 216.73 526.95 87.28 37.52 0;1 520.52 514.455 96.58 41.37 358;1 736.99 524.74 91.4 34.8 357.84;1 976.55 572.68 36.2 94.3 0;1 1001.975 124.635 85.73 32.17 270.1;1 1416.825 529.945 91.79 34.83 0;1 1441.525 473.24 93.19 34.5 0;1 1726.24 548.855 104.94 38.99 359.6;1 1909.18 488.99 21.56 37.7 0.2;8 385.715 472.71 64.99 25.92 0;8 1052.685 461.64 68.01 30.3 0;9 476.965 552.33 52.49 15.1 0
v_i2bd4vwde7_0000,1 782.14 488.925 95.78 39.03 0;1 819.005 547.275 91.35 34.89 359.54;9 299.96 539.315 49.38 17.39 356.9
v_i41wbsiepr_0000,1 159.88 551.81 101.44 34.48 0.7;1 435.84 539.41 30.1 83.08 90.5706;1 561.74 496.97 35.6 88.62 89.4;1 588.835 556.4 31.73 80.1 86.5667;1 804.28 549.38 77.48 30.2 354.8222;1 931.575 1030.735 30.79 83.29 27.4;1 940.54 437.71 33.2 85.18 13.4667;1 953.25 305.065 30.4 82.03 0.5111;1 982.14 569.18 84.8 31.16 353;1 959.3 159.145 30.2 86.23 0;1 1005.48 222.56 31.6 76.66 0;1 1014.08 470.745 33.46 80.05 0;9 967.43 822.655 9.14 32.29 359.3
v_i50aelmzhe_0000,1 122.94 118.165 76.24 35.33 0.5;1 842.37 815.13 71.88 29.36 158.0931;1 912.03 862.205 79.94 32.93 91.8;1 934.47 643.385 68.02 31.21 79.9667;1 945.07 812.95 81.34 32.38 87.6;1 982.04 443.08 90.86 37.1 3.9;1 1016.495 1026.615 31.45 86.25 0;1 1016.9 912.515 26.8 75.87 0;1 1063.21 1007.435 32.6 83.49 0;1 1062.505 906.85 29.85 87.18 0;1 1156.91 428.435 80.3 34.83 359.19;1 1391.525 422.795 83.11 34.43 359;1 1544.235 780.675 82.15 33.83 4.2;1 1631.67 468.01 75.88 33.18 0;1 1638.085 522.445 82.07 32.25 358.38;1 1677.025 252.565 81.55 34.29 0;1 1872.9 418.38 87.54 36.82 0;1 1890.475 471.08 59.05 34.78 0;7 750.965 469.875 149.49 41.05 1.56
v_i6j2p8a7mw_0000,1 99.66 490.595 89.98 39.33 0;1 908.03 518.34 37.7 88.56 57.1333;1 935.53 383.31 37.5 101.7 2.26;1 938.04 791.615 37.3 88.69 0;1 939.78 159.14 35 92.28 0;1 1002.075 884.9 89.77 39.28 269.3;1 987.405 313.46 35.37 84.5 0;1 991.82 1045.66 34.22 68.68 0;1 992.82 65.51 33.14 83.14 0;1 1064.755 580.12 87.13 35.36 333.58;1 1215.165 494.98 84.51 34.76 0;1 1339.7 504.33 92.52 35.24 0;1 1341.815 547.36 90.37 37.98 358.2;1 1574.08 511.12 82.56 40.44 0;1 1758.03 502.85 89.12 34.3 0;1 1774.015 562.98 98.15 37.56 15.12;7 1000.51 634.02 42.18 103.16 355.86;9 900.305 308.16 13.89 39.38 0;9 915.165 101.7 13.19 46.36 3.5
v_i6nl9zk5xk_0000,1 676.1 529.985 35.7 76.11 86.7;1 963.57 47.035 40.46 91.87 0;1 983.34 579.81 35.7 91 2.8;1 989.84 268.89 32.38 85.56 4.6;1 1010.27 100.495 40.2 113.15 3.57;1 1331.745 535.565 103.45 37.81 0;1 1351.01 478.09 94.8 37.5 0;4 39.885 480.775 79.77 35.01 1.1
v_i7ytmdmi6y_0000,1 565.82 516.87 94.44 36.08 0;1 588.155 453.51 101.19 40.14 0;1 701.3 518.845 92.1 38.99 0;1 712.745 465.87 98.27 37.54 0;1 817.09 466.875 91.56 40.13 0;1 904.425 371.88 38.23 90.44 0;1 906.69 162.835 37.14 87.79 0;1 908.815 928.37 41.09 93.4 0;1 908.975 568.89 37.21 81.7 0;1 958.51 1062.015 33.56 35.97 0;1 964.825 354.225 42.93 88.71 0;1 964.93 689.125 37.98 88.51 0;1 966.68 503.015 38.86 86.21 0;1 969.235 975.655 42.31 96.05 0;1 982.255 862.82 40.21 89.1 0;1 1398.755 456.255 92.53 36.79 0;1 1784.85 540.475 93 35.53 0;1 1881.2 468.52 77.6 39 0;1 1904.875 534.985 30.25 38.27 0;3 1580.34 473.355 137.34 46.93 0
v_i8yooudjzo_0000,1 170.42 524.91 107.74 43.34 0;1 1182.1 490.745 99.86 38.11 0
v_ib0w7zpo61_0000,1 437.13 498.26 105.5 41.98 0;1 662.595 492.45 101.41 41.06 0;1 669.27 542.365 94.72 37.35 1.7;1 920.555 894.57 40.61 96.2 0;1 925.8 234.89 37.1 92.88 0;1 987.265 867.41 37.47 95.62 0;1 990.995 206.43 36.47 93.38 0;1 995.395 520.55 38.15 91.76 0;1 1144.94 540.105 88.52 35.39 359.7;1 1133.61 493.935 36.84 87.81 76.23;1 1237.895 492.295 84.63 37.65 2;1 1260.545 564.07 87.81 37.8 0.9;1 1356.22 499.505 91.08 38.09 357.9;1 1364.425 448.605 95.15 41.45 358.1;1 1369.325 546.25 40.25 87.68 90.9;1 1459.97 495.82 91.68 38.98 358.5;1 1564.925 485.45 103.79 42.34 359.8;1 1621.145 531.225 89.95 37.17 356.3;1 1723.805 493.1 90.19 40 0;1 1829.205 491.11 94.45 37.2 359.5;1 1852.78 561.635 39.08 96.11 86.9;4 926.68 645.35 41.1 111.1 0;4 1501.385 545.95 97.95 36.12 359;7 822.165 492.82 106.47 39.4 0;9 918.135 992.57 15.85 52.4 0;9 961.25 297.97 14.5 45.3 0.7
v_ibmrlotglh_0000,1 94.67 113.44 28.5 67.16 268.7;1 481.715 80.78 28.29 78.52 271.5;1 633.885 120.08 33.11 80.2 276.3;1 701.14 271.025 26.64 72.19 281.5;1 874.38 285.5 28.7 78.7 310.9667;1 904.63 510.3 32.3 82.26 352.5;1 922.01 903.07 27.2 72.1 0;1 927.62 1061.45 33.4 37.1 0;1 927.63 711.61 30.66 87 0;1 952.54 423.435 29.4 78.45 354.5;1 1318.22 299.63 83.4 32.9 0;1 1861.06 237.64 90.3 35.46 0;7 1181.16 249.615 113.3 42.61 0;7 1268.94 193.775 111.02 40.67 0;7 1858.735 361.55 29.39 97.6 92.4;9 897.505 367.26 8.13 37.5 355.1
v_ibqi9h7dtq_0000,1 188.425 503.11 29.45 69.8 90.5;1 273.105 552.62 28.85 66.28 89.2;1 638.49 552.63 92.72 32.94 357.8;1 694.87 502.765 82.34 28.07 357.4;1 898.13 478.54 30.26 80.78 56.1;1 981.86 340.76 31.9 81.78 9.7;1 1030.415 209.145 30.55 82.45 0;1 1284.14 510.6 86.32 29.74 358.85
v_icb6pqzzd8_0000,1 73.78 516.375 33.82 86.07 89.8;1 251.69 577.3 90.54 40.56 32.15;1 569.125 516.965 36.41 92.93 89.5;1 887.865 510.515 82.23 38.33 0.3;1 963.57 48.535 40.46 94.87 0;1 986.68 323.64 36.04 89.8 7;1 1020.375 641.925 79.99 36.91 301.5;1 1005.995 854.435 38.85 86.83 0.7;1 1008.22 187.54 38.34 88.22 4.8;1 1013.66 72.37 37.9 89.3 1.19;1 1681.37 480.07 94.8 37.5 0;1 1741.07 528.28 100.48 38.22 0;4 1284.285 529.2 88.47 34.42 3.9
v_id6qvskulr_0000,1 579.535 110.22 28.69 73.3 274.8846;1 631.94 240.57 30.4 76.6 280.8308;1 888.61 353.78 28.5 77.42 347.7154;1 912.635 644 28.29 78.52 0;1 921.425 841.69 33.11 80.2 0;1 922.65 1023.375 26.64 71.39 0;1 966.43 1069.3 29.4 21.4 0;1 966.77 943.1 28.7 78.7 0;1 1201.89 466.045 29.1 79.09 83.2;1 1622.325 421.63 31.07 70.2 88.4;7 970.435 758.56 29.05 94.1 0;7 994.475 585.79 29.39 97.6 17.4;7 1181.16 247.38 113.3 42.62 0;9 116.55 102.58 11.3 32 266.2;9 873.16 451.71 8.6 31.7 347.8923
v_ieo9n9k1s2_0000,1 128.195 498.23 89.05 36.18 0;1 276.32 484.13 96.74 38.6 0;1 360.4 549.055 96.3 32.63 0;1 463.84 492.475 101.1 36.25 359.1;1 618.06 491.505 96.96 36.25 0;1 692.08 551.01 95.7 37.64 0;1 805.03 487.265 100.84 37.61 349.1077;1 988.165 632.485 95.63 34.47 284.4;1 970.91 739.14 33.1 89.3 3.1731;1 1037.055 551.43 99.71 40.56 0;1 1082.8 495.135 98.14 37.79 0;1 1282.965 499.695 102.01 40.55 0;1 1353.735 558.435 102.01 37.15 0;1 1496.935 499.775 93.65 37.87 359.3;1 1707.325 573.17 89.17 30.66 0.3;3 1764.915 508.205 54.51 190.61 89.3;9 641.78 577.375 48.2 11.59 0;9 912.21 613.73 16.78 44.3 4.0833
v_if64gkr487_0000,1 710.425 1063.08 73.63 33.84 4.38;1 909.515 885.74 35.85 86.44 0.8791;1 909.71 999.98 32.92 81.16 0;1 954.105 988.39 30.39 82.42 0;1 964.575 872.66 33.57 75.38 0;9 1656.07 222.005 44.7 14.81 0
v_ifn0mds0ry_0000,1 491.08 479.27 108.26 41.08 0;1 656.66 536.6 102.7 38.4 0
v_iiy142u5qe_0000,1 566.91 508.95 88.06 37.86 359;7 1017.8 1019.47 38.86 116.16 0
v_ij6h5dqys9_0000,1 310.68 494.245 102.7 40.79 0;1 935.105 16.9 38.11 33.8 0;1 982.33 987.4 35.1 88.2 0;1 1083.08 549.6 98.5 36.5 354.8;1 1097.79 488.77 96.7 38.36 0;1 1212.275 494.51 96.41 42.92 0;1 1269.405 544.43 37.99 103.5 89.9404;1 1319.69 491.005 96.24 38.79 0;1 1394.215 555.875 101.99 39.07 3.6;1 1422.52 500.8 98.88 38 1.2;1 1526.69 550.61 94.2 38.1 0;1 1559.295 510.875 93.21 37.35 358.2;1 1631.98 556.76 105.08 39.3 0;1 1662.175 503.13 89.05 36.18 0;1 1758.775 557.1 101.91 37.74 0.1;1 1798.57 501.04 101.1 36.24 359.1;1 1864.43 566.825 91.82 32.63 0;1 1892.97 498.765 54.06 36.25 0;2 917.91 526.84 34.78 98.2 0;2 986.66 697.95 35.64 115.64 0;7 910.71 985.01 35.8 116.7 0;7 986.095 363.745 36.55 121.69 0;9 855.81 585.95 33.34 14.18 7.2;9 944.115 816.945 14.51 34.39 0
v_ijgefhd2zh_0000,8 1497.335 458.21 60.59 27.1 0
v_ijmprmyjjc_0000,1 958.35 514.58 95.92 36.2 0;1 1406.14 556.265 92.56 37.95 359.8;1 1518.81 511.105 101.5 39.43 0;2 725.48 518.315 129.36 43.05 358.88;7 898.62 438.595 101.64 42.47 350.87;9 1164.485 509.15 48.29 14.7 0
v_initl5umjd_0000,1 569.355 1011.775 87.23 38.65 359.3;1 675.23 271.42 31.42 74.54 278.68;1 889.91 311.515 33.74 78.65 338.98;1 900.13 490.165 35.66 81.67 351.25;1 913.295 1043.97 32.53 72.06 0;1 915.22 774.065 35.84 90.51 359.9;1 964.905 754.925 31.29 78.07 0;1 970.48 954.64 31.3 78.3 0;1 1022.25 557.205 31.5 76.81 37.18;7 36.225 387.5 72.45 40.36 0;7 730.62 468.595 80.46 29.73 0;9 311.465 105.24 10.75 33 276.84;9 840.29 371.4 11.6 36.3 322.76;9 934.545 541.565 11.47 36.05 353.54
v_ip05pwx481_0000,1 810.96 497.74 77 32.2 357.5;1 962.62 723.56 29.72 79.42 355.4;1 983.9 314.72 29.6 87.1 12.2063;1 1016.655 464.48 32.23 79.4 1.575;1 1142.805 541.29 72.99 30.86 352.8273;1 1304.13 518.625 83.3 31.91 355.5;1 1418.795 485.3 91.37 29.7 6.4;1 1708.345 493.69 83.15 27.78 0;9 966.765 237.19 9.91 42.68 6.9;9 993.83 56.72 10.4 34.22 0;9 1262.55 473.92 34.54 12.14 356.15
v_iquqo5q82r_0000,1 56.98 371.45 78.6 33.8 0;1 117.27 428.17 75.9 29.24 0;1 227.805 470.255 79.79 31.59 0;1 361.94 373.545 97.16 33.63 0;1 401.88 417.15 77.62 28.62 0;1 458.6 472.295 86.1 30.89 0;1 504.43 419.13 79.5 30 0;1 534.08 374.85 78.9 31.8 0;1 559.36 1000.44 91.8 34.3 0;1 612.23 423.34 78.8 30.8 0;1 611.21 477.63 71.2 27.5 0;1 646.47 380.15 74.5 29 0;1 665.19 242.18 29.7 79.5 278.8909;1 680.005 126.98 28.67 75.54 288.6091;1 776.525 104.525 29.91 82.37 298.4455;1 1118.89 304.97 83.4 32.9 0;1 1176.07 67.82 70 32.98 0;1 1212.115 119.81 81.19 33.78 0;1 1226.71 296.875 72.42 27.19 0;1 1269.93 201.47 90.1 32.7 0;1 1318.07 252.87 90.3 35.46 0;1 1386.51 291.03 88.3 33.9 0;1 1381.42 204.05 77.9 32.5 0;1 1426.57 245.64 89.3 29.4 0;1 1486.97 197.03 82 31.6 0;1 1565.53 290.06 85.1 33.5 0;1 1596.985 198.215 84.73 30.31 0;1 1665.97 242.02 81.2 34.2 0;1 1674.85 94.08 89.38 35.9 0;1 1905.85 195.2 28.3 29.72 0;2 1566.1 240.8 89.5 30.7 0;7 1151.04 194.905 111.02 40.67 0;7 1175.24 250.33 113.3 42.62 0;9 363.44 486.31 39.7 6.9 0;9 507.36 447.77 39.5 9 0;9 700.56 438.39 45.58 9.8 351.2557
v_iug0iq1t6z_0000,1 21.28 457.625 42.56 33.11 0;1 30.57 503.73 61.14 34.7 0;1 87.84 455.39 79.2 31.28 0;1 157.16 502.055 89.9 34.15 0;1 178.02 453.215 84.4 34.01 0;1 286.24 453.595 79.54 31.01 0;1 324.855 504.225 83.49 34.77 0;1 368.79 457.83 79.12 32.22 0;1 383.98 407.475 91.4 36.29 0;1 416.365 510.91 83.85 30.98 0;1 468.435 464.305 80.01 30.31 0;1 504.905 409.155 79.91 32.87 0;1 521.185 513.25 82.11 31.06 0;1 594.485 466.115 82.07 32.45 0;1 613.78 411.145 95.66 33.61 0;1 637.155 511.02 90.01 31.72 0;1 709.46 467.255 80.24 34.77 0;1 736.635 415.35 78.57 33.16 0;1 771.28 503.72 71.88 29.36 353.1;1 1217.985 295.625 72.43 33.11 359.2;1 1255.48 341.69 80.1 34.16 0;1 1305.675 297.285 78.99 31.73 0;1 1395.08 338.495 84.38 32.41 0;1 1393.51 294.375 79.9 32.23 0;1 1511.62 293.005 108.78 37.79 0;1 1504.1 340.205 86 35.21 359.2;1 1503.63 245.16 84.92 34.98 0;1 1610.555 341.645 88.67 35.53 0;1 1645.775 236.47 103.05 39.02 0;1 1717.49 343.635 91.98 31.79 0;4 44.075 411.28 88.15 39.78 0;4 156.235 405.055 84.13 30.83 0;4 262.185 408.735 89.35 32.53 0;5 1361.01 241.965 175.02 54.13 0;5 1820.94 234.1 198.12 50.88 0;7 656.445 149.54 31.67 88.74 273.29;7 1764.815 289.62 303.85 51.28 0;7 1853.355 340 133.29 41.42 0;9 249.89 509.195 40.8 12.55 359.6;9 365.005 530.125 44.27 14.31 0;9 579.855 523.985 37.71 13.33 46.6022;9 777.33 445.99 38.18 12.24 13.4896;9 780.58 475 35.52 14.8 359.3;9 803.865 392.26 44.29 16.04 0.5;9 807.105 440.18 39.27 11.24 353.3;9 1209.49 246.925 47.92 19.85 359.6;9 1424.26 316.83 46 16.28 0
v_iuwpdh52y8_0000,1 363.14 520.13 102.38 44.48 0.4
v_iy6ir9y1cc_0000,1 852.005 483.165 31.99 78.17 69.8444;1 1005.96 778.99 32.3 83.24 0;1 1006.7 199.085 33.06 92.33 4.2;1 1010.61 364.985 29.9 81.23 0;1 1023.505 25.55 29.45 51.1 0
v_izt6xacsae_0000,1 559.135 501.955 35.61 88.63 89.4;1 975.62 303.24 30.1 85 0;1 983.39 185.86 31.32 68.8 2.6;1 991 49.14 29.3 78.2 0;1 1024.855 724.155 88.93 33.61 277.7;1 1007.455 976.635 34.01 87.55 2.1;1 1256.925 513.34 89.41 29.32 0;1 1883 527.085 74 31.19 0;9 934.94 432.05 10.6 39.86 11.7;9 954.58 445.985 10.58 39.97 17.7
