image_id,clip_id,class_id,class_name,cx,cy,width,height,angle,area_px,area_ratio,out_of_bounds
v_f1lh7z872p_0015,v_f1lh7z872p,1,car,1003.89,386.215,98.92,39.45,68.7,3902.3940000000002,0.001881941550925926,0
v_f2z13lvspo_0014,v_f2z13lvspo,1,car,616.665,566.645,85.51,30.47,0.6,2605.4897,0.0012565054494598766,0
v_f2z13lvspo_0014,v_f2z13lvspo,1,car,640.16,510.115,36.1,100.07,88.7,3612.527,0.0017421522955246914,0
v_f2z13lvspo_0014,v_f2z13lvspo,1,car,990.07,1027.915,83.38,33.31,271.7,2777.3878,0.001339403838734568,0
v_f2z13lvspo_0014,v_f2z13lvspo,1,car,970.84,328.87,30.52,78.9,0.4,2408.0280000000002,0.0011612789351851853,0
v_f2z13lvspo_0014,v_f2z13lvspo,1,car,994.92,131.27,33.04,79.16,7.2,2615.4464,0.001261307098765432,0
v_f2z13lvspo_0014,v_f2z13lvspo,1,car,1048.1,675.0,63.76,26.84,299.65,1711.3183999999999,0.0008252885802469135,0
v_f2z13lvspo_0014,v_f2z13lvspo,1,car,1206.945,495.51,86.79,34.42,0.0,2987.3118000000004,0.0014406403356481484,0
v_f2z13lvspo_0014,v_f2z13lvspo,1,car,1380.11,508.05,83.08,33.7,0.0,2799.7960000000003,0.0013502102623456792,0
v_f2z13lvspo_0014,v_f2z13lvspo,1,car,1545.38,502.045,83.7,30.79,0.0,2577.123,0.0012428255208333334,0
v_f2z13lvspo_0014,v_f2z13lvspo,9,motorcycle,951.225,237.14,10.43,42.66,0.0,444.94379999999995,0.0002145755208333333,0
v_f2z13lvspo_0014,v_f2z13lvspo,9,motorcycle,1032.7,41.47,13.32,33.8,0.0,450.21599999999995,0.00021711805555555552,0
v_f2z13lvspo_0014,v_f2z13lvspo,9,motorcycle,1337.535,462.51,45.93,14.34,0.0,658.6362,0.0003176293402777778,0
v_f8qy04g8r7_0032,v_f8qy04g8r7,1,car,737.235,509.5,71.89,29.36,357.5123,2110.6904,0.0010178869598765432,0
v_f8qy04g8r7_0032,v_f8qy04g8r7,1,car,1006.205,972.525,31.31,76.95,0.0,2409.3045,0.00116189453125,0
v_f8qy04g8r7_0032,v_f8qy04g8r7,1,car,1009.375,1073.335,33.63,13.33,0.0,448.28790000000004,0.00021618822337962965,0
v_f8qy04g8r7_0032,v_f8qy04g8r7,1,car,1058.34,995.83,31.32,80.3,0.0,2514.996,0.0012128645833333334,0
v_f8qy04g8r7_0032,v_f8qy04g8r7,1,car,1059.22,891.45,27.44,66.84,0.0,1834.0896000000002,0.0008844953703703704,0
v_f8qy04g8r7_0032,v_f8qy04g8r7,7,truck,1059.565,1062.86,36.81,34.28,0.0,1261.8468,0.0006085295138888889,0
v_f8qy04g8r7_0032,v_f8qy04g8r7,8,mototaxi,1016.155,889.2,27.79,72.82,0.0,2023.6677999999997,0.0009759200424382715,0
v_fbwnufjbee_0042,v_fbwnufjbee,1,car,210.625,535.105,94.31,38.57,359.9,3637.5367,0.0017542133005401235,0
v_fbwnufjbee_0042,v_fbwnufjbee,1,car,773.555,527.555,38.89,92.21,276.08,3586.0469,0.0017293821855709876,0
v_fhb1u2nl2i_0022,v_fhb1u2nl2i,1,car,130.85,549.165,29.8,74.03,91.0,2206.094,0.0010638956404320989,0
v_fhb1u2nl2i_0022,v_fhb1u2nl2i,1,car,245.0,494.605,33.2,85.17,90.1,2827.6440000000002,0.0013636400462962964,0
v_fhb1u2nl2i_0022,v_fhb1u2nl2i,1,car,560.965,491.925,35.61,88.63,89.4,3156.1142999999997,0.0015220458622685184,0
v_fhb1u2nl2i_0022,v_fhb1u2nl2i,1,car,960.335,256.465,36.21,86.95,0.0,3148.4595000000004,0.0015183543113425927,0
v_fhb1u2nl2i_0022,v_fhb1u2nl2i,1,car,992.29,950.875,32.68,80.87,0.0,2642.8316,0.0012745136959876543,0
v_fhb1u2nl2i_0022,v_fhb1u2nl2i,1,car,1019.15,740.1,31.72,83.04,357.3,2634.0288,0.0012702685185185184,0
v_fhb1u2nl2i_0022,v_fhb1u2nl2i,1,car,1061.28,527.215,85.2,34.27,353.4,2919.8040000000005,0.001408084490740741,0
v_fhb1u2nl2i_0022,v_fhb1u2nl2i,7,truck,970.025,62.79,38.11,111.06,0.0,4232.4966,0.0020411345486111114,0
v_fvlzadc8cr_0019,v_fvlzadc8cr,1,car,127.83,492.89,89.98,39.34,0.0,3539.8132000000005,0.001707085841049383,0
v_fvlzadc8cr_0019,v_fvlzadc8cr,1,car,423.465,555.475,36.95,84.39,91.0,3118.2105,0.0015037666377314815,0
v_fvlzadc8cr_0019,v_fvlzadc8cr,1,car,729.38,550.22,34.4,87.56,83.1,3012.064,0.001452577160493827,0
v_fvlzadc8cr_0019,v_fvlzadc8cr,1,car,862.925,493.4,40.77,88.6,47.2625,3612.222,0.0017420052083333335,0
v_fvlzadc8cr_0019,v_fvlzadc8cr,1,car,945.61,1007.965,82.24,34.97,269.2,2875.9327999999996,0.0013869274691358023,0
v_fvlzadc8cr_0019,v_fvlzadc8cr,1,car,943.05,901.265,33.98,89.65,0.0,3046.307,0.0014690909529320986,0
v_fvlzadc8cr_0019,v_fvlzadc8cr,1,car,947.91,157.68,37.0,80.6,0.0,2982.2,0.0014381751543209875,0
v_fvlzadc8cr_0019,v_fvlzadc8cr,1,car,988.245,650.165,86.43,38.91,308.98,3362.9913,0.001621812934027778,0
v_fvlzadc8cr_0019,v_fvlzadc8cr,1,car,993.695,1046.745,65.89,36.49,270.8,2404.3261,0.001159493682484568,0
v_fvlzadc8cr_0019,v_fvlzadc8cr,1,car,1176.52,542.44,87.46,37.02,357.48,3237.7692,0.001561424189814815,0
v_fvlzadc8cr_0019,v_fvlzadc8cr,1,car,1530.68,528.805,89.62,37.33,0.0,3345.5146,0.0016133847415123457,0
v_fvlzadc8cr_0019,v_fvlzadc8cr,7,truck,1298.59,510.795,100.98,38.43,0.0,3880.6614,0.0018714609375,0
v_fvnjjs1zdp_0015,v_fvnjjs1zdp,1,car,213.655,508.165,91.13,38.59,0.2,3516.7067,0.0016959426601080249,0
v_fvnjjs1zdp_0015,v_fvnjjs1zdp,1,car,347.095,560.445,86.51,32.99,359.6,2853.9649000000004,0.001376333381558642,0
v_fvnjjs1zdp_0015,v_fvnjjs1zdp,1,car,438.55,508.14,80.64,34.8,0.0,2806.272,0.0013533333333333333,0
v_fvnjjs1zdp_0015,v_fvnjjs1zdp,1,car,966.135,46.0,41.55,92.0,0.0,3822.6,0.001843460648148148,0
v_fvnjjs1zdp_0015,v_fvnjjs1zdp,1,car,1013.245,427.995,36.41,86.05,0.0,3133.0804999999996,0.001510937741126543,0
v_fvnjjs1zdp_0015,v_fvnjjs1zdp,1,car,1223.26,476.96,95.18,36.4,0.3,3464.552,0.0016707908950617284,0
v_fvnjjs1zdp_0015,v_fvnjjs1zdp,1,car,1402.045,513.54,90.11,37.0,355.56,3334.07,0.0016078655478395062,0
v_fvnjjs1zdp_0015,v_fvnjjs1zdp,1,car,1732.395,501.855,102.87,36.41,0.0,3745.4966999999997,0.0018062773437499998,0
v_fx5a3x4e3l_0032,v_fx5a3x4e3l,1,car,90.24,528.645,29.04,82.91,91.0,2407.7064,0.0011611238425925925,0
v_fx5a3x4e3l_0032,v_fx5a3x4e3l,1,car,900.1,458.57,32.08,83.16,40.7889,2667.7727999999997,0.0012865416666666665,0
v_fx5a3x4e3l_0032,v_fx5a3x4e3l,1,car,1033.86,657.16,82.1,31.46,296.4636,2582.866,0.001245595100308642,0
v_fx5a3x4e3l_0032,v_fx5a3x4e3l,1,car,1107.715,569.74,86.29,32.66,339.9727,2818.2314,0.0013591007908950617,0
v_fx5a3x4e3l_0032,v_fx5a3x4e3l,1,car,1227.04,478.48,83.2,30.6,358.2,2545.92,0.0012277777777777777,0
v_fx5a3x4e3l_0032,v_fx5a3x4e3l,1,car,1444.13,507.66,83.28,33.56,0.0,2794.8768,0.001347837962962963,0
v_fx5a3x4e3l_0032,v_fx5a3x4e3l,1,car,1578.13,499.485,89.62,33.61,0.0,3012.1282,0.0014526081211419753,0
v_fx5a3x4e3l_0032,v_fx5a3x4e3l,1,car,1777.95,494.96,92.8,31.46,0.0,2919.488,0.001407932098765432,0
v_fx5a3x4e3l_0032,v_fx5a3x4e3l,7,truck,1286.32,522.785,153.9,45.67,348.0154,7028.613,0.0033895703125,0
v_fx5a3x4e3l_0032,v_fx5a3x4e3l,9,motorcycle,932.36,569.95,7.0,28.9,3.7889,202.29999999999998,9.755979938271605e-05,0
v_fx5a3x4e3l_0032,v_fx5a3x4e3l,9,motorcycle,1354.735,469.165,40.03,12.89,346.6,515.9867,0.00024883617862654325,0
v_fyo63znn4z_0018,v_fyo63znn4z,1,car,245.095,271.37,77.49,33.16,359.3,2569.5683999999997,0.0012391822916666664,0
v_fyo63znn4z_0018,v_fyo63znn4z,1,car,838.195,807.09,71.89,29.36,161.2,2110.6904,0.0010178869598765432,0
v_fyo63znn4z_0018,v_fyo63znn4z,1,car,866.595,515.44,76.53,30.44,21.34,2329.5732000000003,0.0011234438657407408,0
v_fyo63znn4z_0018,v_fyo63znn4z,1,car,1005.63,1020.06,32.08,71.8,0.0,2303.3439999999996,0.0011107947530864196,0
v_fyo63znn4z_0018,v_fyo63znn4z,1,car,1019.08,928.005,34.18,83.39,0.0,2850.2702,0.0013745516010802469,0
v_fyo63znn4z_0018,v_fyo63znn4z,1,car,1058.1,909.4,34.94,83.2,0.0,2907.008,0.0014019135802469135,0
v_fyo63znn4z_0018,v_fyo63znn4z,1,car,1154.58,505.69,81.46,34.52,358.5,2811.9992,0.0013560952932098766,0
v_fyo63znn4z_0018,v_fyo63znn4z,3,microbus,733.78,507.435,86.94,34.69,359.02,3015.9485999999997,0.0014544505208333332,0
v_fyo63znn4z_0018,v_fyo63znn4z,4,minibus,1062.93,1012.98,31.94,75.76,0.0,2419.7744000000002,0.0011669436728395063,0
v_fyo63znn4z_0018,v_fyo63znn4z,4,minibus,1237.035,555.325,98.37,36.23,357.2,3563.9451,0.0017187235243055555,0
v_fyo63znn4z_0018,v_fyo63znn4z,7,truck,932.25,789.68,153.38,55.04,91.3,8442.0352,0.004071197530864198,0
v_fyo63znn4z_0018,v_fyo63znn4z,7,truck,1086.165,450.6,114.67,43.48,0.0,4985.8516,0.002404442322530864,0
v_g0w4h0n5lv_0008,v_g0w4h0n5lv,1,car,128.12,493.02,89.98,39.34,0.0,3539.8132000000005,0.001707085841049383,0
v_g0w4h0n5lv_0008,v_g0w4h0n5lv,1,car,135.4,549.55,35.3,85.6,88.75,3021.6799999999994,0.0014572145061728392,0
v_g0w4h0n5lv_0008,v_g0w4h0n5lv,1,car,634.545,551.525,36.39,84.09,88.8615,3060.0351,0.0014757113715277777,0
v_g0w4h0n5lv_0008,v_g0w4h0n5lv,1,car,997.615,988.935,103.63,35.77,268.0,3706.8451,0.0017876374903549382,0
v_g0w4h0n5lv_0008,v_g0w4h0n5lv,1,car,991.96,643.105,84.36,37.21,306.1615,3139.0356,0.0015138096064814816,0
v_g0w4h0n5lv_0008,v_g0w4h0n5lv,1,car,1006.35,511.98,84.78,35.16,0.0,2980.8648,0.00143753125,0
v_g0w4h0n5lv_0008,v_g0w4h0n5lv,1,car,1248.655,506.69,89.85,36.64,0.0,3292.104,0.0015876273148148147,0
v_g0w4h0n5lv_0008,v_g0w4h0n5lv,1,car,1412.67,519.255,99.18,38.47,0.0,3815.4546,0.0018400147569444445,0
v_g0w4h0n5lv_0008,v_g0w4h0n5lv,1,car,1619.255,514.765,89.95,38.87,0.0,3496.3565,0.0016861287133487653,0
v_g0w4h0n5lv_0008,v_g0w4h0n5lv,4,minibus,992.605,839.58,32.69,80.46,0.0,2630.2373999999995,0.0012684401041666664,0
v_g0zgqmhzgh_0028,v_g0zgqmhzgh,1,car,16.65,159.755,33.3,30.95,359.2,1030.635,0.0004970269097222223,0
v_g0zgqmhzgh_0028,v_g0zgqmhzgh,1,car,382.095,502.59,77.23,29.36,0.0,2267.4728,0.0010934957561728395,0
v_g0zgqmhzgh_0028,v_g0zgqmhzgh,1,car,812.12,504.045,78.0,31.05,0.6,2421.9,0.00116796875,0
v_g0zgqmhzgh_0028,v_g0zgqmhzgh,1,car,1007.055,990.375,31.31,76.95,0.0,2409.3045,0.00116189453125,0
v_g0zgqmhzgh_0028,v_g0zgqmhzgh,1,car,1009.375,1072.71,33.63,14.58,0.0,490.32540000000006,0.00023646093750000002,0
v_g0zgqmhzgh_0028,v_g0zgqmhzgh,1,car,1059.05,999.13,31.32,80.3,0.0,2514.996,0.0012128645833333334,0
v_g0zgqmhzgh_0028,v_g0zgqmhzgh,1,car,1061.06,895.98,27.44,66.84,0.0,1834.0896000000002,0.0008844953703703704,0
v_g0zgqmhzgh_0028,v_g0zgqmhzgh,7,truck,504.965,449.33,102.29,32.1,0.0,3283.5090000000005,0.0015834823495370373,0
v_g0zgqmhzgh_0028,v_g0zgqmhzgh,7,truck,1059.565,1069.845,36.81,20.31,0.0,747.6111,0.00036053776041666667,0
v_g0zgqmhzgh_0028,v_g0zgqmhzgh,8,mototaxi,1016.245,892.33,27.79,72.82,0.0,2023.6677999999997,0.0009759200424382715,0
v_g0zgqmhzgh_0028,v_g0zgqmhzgh,9,motorcycle,1910.4,469.11,19.0,19.84,0.0,376.96,0.00018179012345679013,0
v_g5ispywgbm_0011,v_g5ispywgbm,1,car,1225.61,513.75,98.3,37.18,0.0,3654.794,0.001762535686728395,0
v_g5ispywgbm_0011,v_g5ispywgbm,1,car,1790.39,491.72,98.4,40.86,0.0,4020.6240000000003,0.0019389583333333335,0
v_g5ispywgbm_0011,v_g5ispywgbm,8,mototaxi,728.79,448.1,66.8,31.1,0.0,2077.48,0.0010018711419753086,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,14.195,419.29,28.39,32.7,0.0,928.3530000000001,0.0004477010995370371,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,76.82,512.795,84.4,32.71,0.0,2760.724,0.0013313676697530865,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,122.42,414.96,83.6,33.42,0.0,2793.912,0.0013473726851851852,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,176.83,519.91,91.62,34.16,0.0,3129.7392,0.0015093263888888888,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,219.675,413.695,89.47,34.35,0.0,3073.2945,0.0014821057581018517,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,303.415,517.345,89.79,32.07,0.0,2879.5653,0.0013886792534722222,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,336.665,421.81,79.47,32.78,0.0,2605.0266,0.0012562821180555556,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,370.145,469.68,79.43,30.1,0.0,2390.8430000000003,0.0011529914158950618,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,413.14,319.21,25.8,81.26,270.6,2096.5080000000003,0.0010110474537037039,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,462.54,416.785,87.3,32.71,0.0,2855.583,0.0013771137152777779,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,483.01,467.76,78.7,33.56,0.0,2641.1720000000005,0.0012737133487654324,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,575.445,516.03,82.43,33.16,0.0,2733.3788,0.001318180362654321,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,577.705,464.865,81.97,34.59,0.0,2835.3423000000003,0.0013673525752314817,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,577.825,415.7,81.99,31.8,0.0,2607.2819999999997,0.0012573697916666666,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,687.21,475.565,87.8,33.83,0.0,2970.274,0.0014324238040123456,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,702.12,421.95,79.16,32.68,0.0,2586.9487999999997,0.0012475640432098765,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,702.975,517.925,79.95,32.93,0.0,2632.7535000000003,0.0012696535011574076,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,776.465,292.485,34.27,96.53,274.15,3308.0831000000003,0.0015953332851080249,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,838.015,814.72,71.89,29.36,161.2,2110.6904,0.0010178869598765432,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,1319.705,248.07,79.31,35.34,359.3,2802.8154000000004,0.001351666377314815,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,1349.86,298.575,75.96,34.29,0.0,2604.6683999999996,0.0012561093749999998,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,1422.275,246.855,84.81,34.35,0.0,2913.2235,0.0014049110243055556,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,1440.845,341.27,103.03,37.32,0.0,3845.0796,0.0018543015046296296,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,1581.45,342.715,99.74,38.17,0.0,3807.0758,0.0018359740547839506,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,1615.2,292.6,87.02,35.6,0.0,3097.912,0.00149397762345679,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,1688.475,243.815,87.55,35.43,0.0,3101.8965,0.0014958991608796295,0
v_g8n7gev0de_0027,v_g8n7gev0de,1,car,1718.06,297.635,91.76,36.91,0.0,3386.8615999999997,0.0016333244598765431,0
v_g8n7gev0de_0027,v_g8n7gev0de,2,van,1222.16,297.165,87.76,38.71,0.0,3397.1896,0.0016383051697530864,0
v_g8n7gev0de_0027,v_g8n7gev0de,2,van,1549.17,246.665,105.14,36.11,0.0,3796.6054,0.0018309246720679012,0
v_g8n7gev0de_0027,v_g8n7gev0de,4,minibus,21.53,162.52,27.58,44.54,265.7,1228.4132,0.0005924060570987655,0
v_g8n7gev0de_0027,v_g8n7gev0de,4,minibus,214.99,467.67,82.78,30.2,0.0,2499.956,0.0012056114969135803,0
v_g8n7gev0de_0027,v_g8n7gev0de,4,minibus,190.385,168.62,27.01,70.1,269.4,1893.401,0.0009130984760802469,0
v_g8n7gev0de_0027,v_g8n7gev0de,4,minibus,1242.905,163.295,88.05,39.07,0.0,3440.1135,0.0016590053530092593,0
v_g8n7gev0de_0027,v_g8n7gev0de,4,minibus,1488.26,295.415,100.7,39.29,0.0,3956.503,0.0019080357831790125,0
v_g8n7gev0de_0027,v_g8n7gev0de,7,truck,66.44,467.045,126.3,34.35,0.0,4338.405,0.002092209201388889,0
v_g8n7gev0de_0027,v_g8n7gev0de,7,truck,238.72,325.795,29.32,90.65,271.2,2657.858,0.0012817602237654322,0
v_g8n7gev0de_0027,v_g8n7gev0de,7,truck,436.89,517.385,136.0,41.25,0.0,5610.0,0.0027054398148148146,0
v_g8n7gev0de_0027,v_g8n7gev0de,7,truck,459.85,251.785,34.4,98.11,271.2,3374.984,0.001627596450617284,0
v_g8n7gev0de_0027,v_g8n7gev0de,7,truck,1262.215,344.145,114.59,36.11,0.0,4137.8449,0.0019954884741512345,0
v_g8n7gev0de_0027,v_g8n7gev0de,7,truck,1833.71,293.005,123.2,39.53,0.0,4870.0960000000005,0.002348618827160494,0
v_g8n7gev0de_0027,v_g8n7gev0de,9,motorcycle,767.43,454.35,41.92,11.58,359.2,485.4336,0.00023410185185185185,0
v_g8n7gev0de_0027,v_g8n7gev0de,9,motorcycle,807.18,449.76,44.12,15.9,0.0,701.5079999999999,0.0003383043981481481,0
v_g8n7gev0de_0027,v_g8n7gev0de,9,motorcycle,1193.845,230.775,43.63,12.53,0.0,546.6839,0.00026363999807098765,0
v_ghbpt8zf27_0041,v_ghbpt8zf27,1,car,664.855,466.495,95.79,40.27,0.0,3857.4633000000003,0.0018602735821759261,0
v_ghbpt8zf27_0041,v_ghbpt8zf27,1,car,916.73,518.555,92.28,36.35,0.0,3354.378,0.0016176591435185185,0
v_ghbpt8zf27_0041,v_ghbpt8zf27,1,car,924.675,460.91,83.55,33.32,0.0,2783.886,0.0013425376157407407,0
v_ghbpt8zf27_0041,v_ghbpt8zf27,1,car,905.695,853.815,35.33,91.19,0.0,3221.7427,0.0015536953607253085,0
v_ghbpt8zf27_0041,v_ghbpt8zf27,1,car,908.06,645.29,38.86,88.36,0.0,3433.6695999999997,0.001655897762345679,0
v_ghbpt8zf27_0041,v_ghbpt8zf27,1,car,964.95,1023.74,39.2,88.1,0.0,3453.52,0.0016654706790123458,0
v_ghbpt8zf27_0041,v_ghbpt8zf27,1,car,972.53,842.095,41.0,102.15,0.0,4188.150000000001,0.002019748263888889,0
v_ghbpt8zf27_0041,v_ghbpt8zf27,1,car,976.615,616.535,42.23,84.31,0.0,3560.4112999999998,0.0017170193383487654,0
v_ghbpt8zf27_0041,v_ghbpt8zf27,9,motorcycle,889.605,64.4,12.09,43.78,0.0,529.3002,0.0002552566550925926,0
v_ghbpt8zf27_0041,v_ghbpt8zf27,9,motorcycle,921.685,1009.73,15.55,41.06,0.0,638.4830000000001,0.00030791039737654324,0
v_ghbpt8zf27_0041,v_ghbpt8zf27,9,motorcycle,982.92,699.02,15.5,47.6,0.0,737.8000000000001,0.00035580632716049386,0
v_gig403rlnb_0029,v_gig403rlnb,1,car,27.435,524.93,54.73,35.9,0.0,1964.8069999999998,0.0009475342399691357,0
v_gig403rlnb_0029,v_gig403rlnb,1,car,56.36,473.06,93.04,36.2,0.0,3368.0480000000007,0.0016242515432098768,0
v_gig403rlnb_0029,v_gig403rlnb,1,car,248.95,529.665,99.48,37.67,0.0,3747.4116000000004,0.0018072008101851853,0
v_gig403rlnb_0029,v_gig403rlnb,1,car,280.54,477.565,105.58,38.37,0.0,4051.1045999999997,0.001953657696759259,0
v_gig403rlnb_0029,v_gig403rlnb,1,car,451.53,480.93,91.82,41.04,0.0,3768.2927999999997,0.0018172708333333333,0
v_gig403rlnb_0029,v_gig403rlnb,1,car,647.57,481.975,116.44,38.57,0.2,4491.0908,0.002165842399691358,0
v_gig403rlnb_0029,v_gig403rlnb,1,car,938.7,292.99,94.0,37.06,277.6,3483.6400000000003,0.001679996141975309,0
v_gig403rlnb_0029,v_gig403rlnb,1,car,984.195,541.75,115.69,41.7,358.7,4824.273,0.0023265205439814817,0
v_gig403rlnb_0029,v_gig403rlnb,1,car,986.32,937.945,32.44,84.67,0.0,2746.6947999999998,0.0013246020447530862,0
v_gig403rlnb_0029,v_gig403rlnb,1,car,1225.595,505.69,99.35,38.98,8.4,3872.6629999999996,0.00186760368441358,0
v_gig403rlnb_0029,v_gig403rlnb,1,car,1624.54,553.185,104.72,42.83,0.0,4485.1576,0.002162981095679012,0
v_gig403rlnb_0029,v_gig403rlnb,1,car,1682.035,495.76,98.93,44.3,0.0,4382.599,0.0021135218942901234,0
v_gig403rlnb_0029,v_gig403rlnb,1,car,1852.415,505.485,37.35,91.81,87.0,3429.1035,0.001653695746527778,0
v_gig403rlnb_0029,v_gig403rlnb,3,microbus,972.735,658.595,40.61,147.21,1.8,5978.1981000000005,0.002883004484953704,0
v_gmx64gg2j7_0028,v_gmx64gg2j7,1,car,924.3,562.21,44.32,100.04,315.06,4433.772800000001,0.0021382006172839508,0
v_gmx64gg2j7_0028,v_gmx64gg2j7,1,car,1228.065,489.97,107.29,42.4,0.6,4549.0960000000005,0.0021938155864197535,0
v_gowtdh4du4_0044,v_gowtdh4du4,1,car,499.005,553.825,96.77,34.59,0.0,3347.2743,0.0016142333622685186,0
v_gowtdh4du4_0044,v_gowtdh4du4,1,car,1005.93,486.465,90.5,33.09,0.0,2994.6450000000004,0.0014441767939814816,0
v_gowtdh4du4_0044,v_gowtdh4du4,1,car,990.625,832.155,36.57,102.03,0.0,3731.2371000000003,0.0017994006076388891,0
v_gowtdh4du4_0044,v_gowtdh4du4,1,car,989.805,970.38,34.13,92.24,0.0,3148.1512000000002,0.0015182056327160496,0
v_gowtdh4du4_0044,v_gowtdh4du4,1,car,1020.83,687.74,33.34,84.8,15.6471,2827.232,0.0013634413580246914,0
v_gowtdh4du4_0044,v_gowtdh4du4,1,car,1127.945,587.345,32.39,105.27,61.5706,3409.6953,0.001644336082175926,0
v_gowtdh4du4_0044,v_gowtdh4du4,1,car,1500.62,537.585,90.7,33.59,0.0,3046.6130000000003,0.0014692385223765434,0
v_gowtdh4du4_0044,v_gowtdh4du4,1,car,1862.79,576.28,97.4,36.5,0.0,3555.1000000000004,0.0017144579475308643,0
v_gur784uswy_0018,v_gur784uswy,1,car,160.1,503.465,103.48,35.93,0.0,3718.0364,0.0017930345293209876,0
v_gur784uswy_0018,v_gur784uswy,1,car,1010.905,113.555,100.19,37.75,270.9,3782.1725,0.0018239643614969135,0
v_gur784uswy_0018,v_gur784uswy,1,car,990.325,621.81,36.25,109.1,1.1,3954.875,0.001907250675154321,0
v_gur784uswy_0018,v_gur784uswy,1,car,1018.1,718.895,34.9,99.83,18.7,3484.067,0.00168020206404321,0
v_gur784uswy_0018,v_gur784uswy,1,car,1080.05,610.345,38.6,96.47,38.3091,3723.742,0.0017957860725308643,0
v_gur784uswy_0018,v_gur784uswy,1,car,1449.65,517.97,92.8,32.22,0.0,2990.0159999999996,0.0014419444444444443,0
v_gur784uswy_0018,v_gur784uswy,1,car,1887.095,559.86,65.81,34.5,1.7,2270.445,0.0010949291087962963,0
v_gur784uswy_0018,v_gur784uswy,3,microbus,971.89,496.105,213.58,56.99,0.0,12171.924200000001,0.005869948013117285,0
v_gur784uswy_0018,v_gur784uswy,9,motorcycle,685.87,544.77,54.46,10.9,0.0,593.614,0.00028627218364197534,0
v_gur784uswy_0018,v_gur784uswy,9,motorcycle,1638.45,589.4,10.1,46.4,90.7,468.64,0.0002260030864197531,0
v_gv39eyu2it_0003,v_gv39eyu2it,1,car,481.35,497.72,90.7,35.9,1.2,3256.13,0.0015702787422839507,0
v_gv39eyu2it_0003,v_gv39eyu2it,1,car,584.35,451.585,97.94,38.65,0.0,3785.381,0.0018255116705246913,0
v_gv39eyu2it_0003,v_gv39eyu2it,1,car,871.75,487.34,100.94,36.04,0.0,3637.8776,0.001754377700617284,0
v_gv39eyu2it_0003,v_gv39eyu2it,1,car,967.095,607.56,89.43,35.6,268.5,3183.7080000000005,0.0015353530092592595,0
v_gv39eyu2it_0003,v_gv39eyu2it,1,car,967.635,783.515,30.13,82.07,0.0,2472.7690999999995,0.001192500530478395,0
v_gv39eyu2it_0003,v_gv39eyu2it,1,car,1100.455,531.66,86.29,35.6,0.1,3071.9240000000004,0.0014814448302469137,0
v_gv39eyu2it_0003,v_gv39eyu2it,1,car,1530.285,532.245,169.07,47.07,0.0,7958.1249,0.003837830295138889,0
v_gvxtl15uol_0037,v_gvxtl15uol,1,car,28.975,475.9,37.23,58.12,90.5,2163.8075999999996,0.0010435028935185183,0
v_gvxtl15uol_0037,v_gvxtl15uol,1,car,534.445,531.865,36.93,91.45,88.2,3377.2485,0.0016286885127314815,0
v_gvxtl15uol_0037,v_gvxtl15uol,1,car,713.245,547.445,82.35,35.03,0.0,2884.7205,0.0013911653645833333,0
v_gvxtl15uol_0037,v_gvxtl15uol,1,car,865.565,481.865,33.73,86.57,53.85,2920.0060999999996,0.001408181954089506,0
v_gvxtl15uol_0037,v_gvxtl15uol,1,car,942.975,265.585,34.45,86.79,2.4,2989.9155000000005,0.0014418959780092594,0
v_gvxtl15uol_0037,v_gvxtl15uol,1,car,1009.935,83.52,35.33,89.88,0.0,3175.4603999999995,0.0015313755787037034,0
v_gvxtl15uol_0037,v_gvxtl15uol,1,car,1015.24,574.69,36.66,80.36,0.4,2945.9975999999997,0.001420716435185185,0
v_gz2ih75d5m_0027,v_gz2ih75d5m,1,car,637.825,1061.23,73.63,36.42,5.0,2681.6046,0.0012932120949074074,0
